Name, NSSDC,LaunchLoc,LaunchCountry,LaunchDate,URL
Globalstar M022,1999-012A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/15/99,/nmc/spacecraftDisplay.do?id=1999-012A
Globalstar M037,1999-012D,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/15/99,/nmc/spacecraftDisplay.do?id=1999-012D
Globalstar M041,1999-012B,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/15/99,/nmc/spacecraftDisplay.do?id=1999-012B
Globalstar M046,1999-012C,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/15/99,/nmc/spacecraftDisplay.do?id=1999-012C
AsiaSat 3S,1999-013A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/21/99,/nmc/spacecraftDisplay.do?id=1999-013A
Sealaunch Demo,1999-014A,Odyssey (Sea Launch Platform), ,3/28/99,/nmc/spacecraftDisplay.do?id=1999-014A
Oceansat 1,OCEANS1,,,4/1/99,/nmc/spacecraftDisplay.do?id=OCEANS1
INSAT 2E,1999-016A,Kourou, French Guiana,4/2/99,/nmc/spacecraftDisplay.do?id=1999-016A
Progress M-41,1999-015A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/2/99,/nmc/spacecraftDisplay.do?id=1999-015A
DSP F19,1999-017A,Cape Canaveral, United States,4/9/99,/nmc/spacecraftDisplay.do?id=1999-017A
Eutelsat W6,1999-018A,Cape Canaveral, United States,4/12/99,/nmc/spacecraftDisplay.do?id=1999-018A
Globalstar M019,1999-019D,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/15/99,/nmc/spacecraftDisplay.do?id=1999-019D
Globalstar M042,1999-019B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/15/99,/nmc/spacecraftDisplay.do?id=1999-019B
Globalstar M044,1999-019C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/15/99,/nmc/spacecraftDisplay.do?id=1999-019C
Globalstar M045,1999-019A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/15/99,/nmc/spacecraftDisplay.do?id=1999-019A
Landsat 7,1999-020A,Vandenberg AFB, United States,4/15/99,/nmc/spacecraftDisplay.do?id=1999-020A
Sputnik Jr. 3,1999-015C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/16/99,/nmc/spacecraftDisplay.do?id=1999-015C
UOSAT 12,1999-021A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/21/99,/nmc/spacecraftDisplay.do?id=1999-021A
ABRIXAS,1999-022A,Kapustin Yar, Russia,4/28/99,/nmc/spacecraftDisplay.do?id=1999-022A
MegSat,1999-022B,Kapustin Yar, Russia,4/28/99,/nmc/spacecraftDisplay.do?id=1999-022B
MILSTAR 3,1999-023A,Cape Canaveral, United States,4/30/99,/nmc/spacecraftDisplay.do?id=1999-023A
Orion 3,1999-024A,Cape Canaveral, United States,5/5/99,/nmc/spacecraftDisplay.do?id=1999-024A
Fengyun 1C,1999-025A,Taiyuan, Peoples Republic of China,5/10/99,/nmc/spacecraftDisplay.do?id=1999-025A
Shijian 5,1999-025B,Taiyuan, Peoples Republic of China,5/10/99,/nmc/spacecraftDisplay.do?id=1999-025B
MUBLCOM,1999-026B,Vandenberg AFB, United States,5/18/99,/nmc/spacecraftDisplay.do?id=1999-026B
TERRIERS,1999-026A,Vandenberg AFB, United States,5/18/99,/nmc/spacecraftDisplay.do?id=1999-026A
Nimiq,1999-027A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,5/20/99,/nmc/spacecraftDisplay.do?id=1999-027A
KH 12-4,1999-028A,Vandenberg AFB, United States,5/22/99,/nmc/spacecraftDisplay.do?id=1999-028A
DLR-TUBSAT,1999-029C,Sriharikota, India,5/26/99,/nmc/spacecraftDisplay.do?id=1999-029C
IRS P4,1999-029A,Sriharikota, India,5/26/99,/nmc/spacecraftDisplay.do?id=1999-029A
Kitsat 3,1999-029B,Sriharikota, India,5/26/99,/nmc/spacecraftDisplay.do?id=1999-029B
STS  96,1999-030A,Cape Canaveral, United States,5/27/99,/nmc/spacecraftDisplay.do?id=1999-030A
Starshine,1999-030B,Cape Canaveral, United States,6/5/99,/nmc/spacecraftDisplay.do?id=1999-030B
Globalstar M025,1999-031C,Cape Canaveral, United States,6/10/99,/nmc/spacecraftDisplay.do?id=1999-031C
Globalstar M047,1999-031D,Cape Canaveral, United States,6/10/99,/nmc/spacecraftDisplay.do?id=1999-031D
Globalstar M049,1999-031B,Cape Canaveral, United States,6/10/99,/nmc/spacecraftDisplay.do?id=1999-031B
Globalstar M052,1999-031A,Cape Canaveral, United States,6/10/99,/nmc/spacecraftDisplay.do?id=1999-031A
Iridium 14A,1999-032A,Taiyuan, Peoples Republic of China,6/11/99,/nmc/spacecraftDisplay.do?id=1999-032A
Iridium 21A,1999-032B,Taiyuan, Peoples Republic of China,6/11/99,/nmc/spacecraftDisplay.do?id=1999-032B
Astra 1H,1999-033A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/18/99,/nmc/spacecraftDisplay.do?id=1999-033A
QuikSCAT,1999-034A,Vandenberg AFB, United States,6/20/99,/nmc/spacecraftDisplay.do?id=1999-034A
FUSE,1999-035A,Cape Canaveral, United States,6/24/99,/nmc/spacecraftDisplay.do?id=1999-035A
Molniya 3-50,1999-036A,Plesetsk, Russia,7/8/99,/nmc/spacecraftDisplay.do?id=1999-036A
Globalstar M030,1999-037B,Cape Canaveral, United States,7/10/99,/nmc/spacecraftDisplay.do?id=1999-037B
Globalstar M032,1999-037A,Cape Canaveral, United States,7/10/99,/nmc/spacecraftDisplay.do?id=1999-037A
Globalstar M035,1999-037C,Cape Canaveral, United States,7/10/99,/nmc/spacecraftDisplay.do?id=1999-037C
Globalstar M051,1999-037D,Cape Canaveral, United States,7/10/99,/nmc/spacecraftDisplay.do?id=1999-037D
Progress M-42,1999-038A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,7/16/99,/nmc/spacecraftDisplay.do?id=1999-038A
Okean-O,1999-039A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,7/17/99,/nmc/spacecraftDisplay.do?id=1999-039A
Chandra X-ray Observatory,1999-040B,Cape Canaveral, United States,7/23/99,/nmc/spacecraftDisplay.do?id=1999-040B
STS  93,1999-040A,Cape Canaveral, United States,7/23/99,/nmc/spacecraftDisplay.do?id=1999-040A
Globalstar M026,1999-041A,Cape Canaveral, United States,7/25/99,/nmc/spacecraftDisplay.do?id=1999-041A
Globalstar M028,1999-041B,Cape Canaveral, United States,7/25/99,/nmc/spacecraftDisplay.do?id=1999-041B
Globalstar M043,1999-041C,Cape Canaveral, United States,7/25/99,/nmc/spacecraftDisplay.do?id=1999-041C
Globalstar M048,1999-041D,Cape Canaveral, United States,7/25/99,/nmc/spacecraftDisplay.do?id=1999-041D
Telkom 1,1999-042A,Kourou, French Guiana,8/12/99,/nmc/spacecraftDisplay.do?id=1999-042A
Globalstar M024,1999-043A,Cape Canaveral, United States,8/17/99,/nmc/spacecraftDisplay.do?id=1999-043A
Globalstar M027,1999-043B,Cape Canaveral, United States,8/17/99,/nmc/spacecraftDisplay.do?id=1999-043B
Globalstar M053,1999-043C,Cape Canaveral, United States,8/17/99,/nmc/spacecraftDisplay.do?id=1999-043C
Globalstar M054,1999-043D,Cape Canaveral, United States,8/17/99,/nmc/spacecraftDisplay.do?id=1999-043D
Cosmos 2365,1999-044A,Plesetsk, Russia,8/18/99,/nmc/spacecraftDisplay.do?id=1999-044A
Cosmos 2366,1999-045A,Plesetsk, Russia,8/26/99,/nmc/spacecraftDisplay.do?id=1999-045A
Mugungwa 3,1999-046A,Kourou, French Guiana,9/4/99,/nmc/spacecraftDisplay.do?id=1999-046A
Yamal 101,1999-047A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/6/99,/nmc/spacecraftDisplay.do?id=1999-047A
Yamal 102,1999-047B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/6/99,/nmc/spacecraftDisplay.do?id=1999-047B
Foton 12,1999-048A,Plesetsk, Russia,9/9/99,/nmc/spacecraftDisplay.do?id=1999-048A
Globalstar M033,1999-049A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/22/99,/nmc/spacecraftDisplay.do?id=1999-049A
Globalstar M050,1999-049B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/22/99,/nmc/spacecraftDisplay.do?id=1999-049B
Globalstar M055,1999-049C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/22/99,/nmc/spacecraftDisplay.do?id=1999-049C
Globalstar M058,1999-049D,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/22/99,/nmc/spacecraftDisplay.do?id=1999-049D
Echostar 5,1999-050A,Cape Canaveral, United States,9/23/99,/nmc/spacecraftDisplay.do?id=1999-050A
Ikonos 2,1999-051A,Vandenberg AFB, United States,9/24/99,/nmc/spacecraftDisplay.do?id=1999-051A
Telstar 7,1999-052A,Kourou, French Guiana,9/25/99,/nmc/spacecraftDisplay.do?id=1999-052A
LMI-1,1999-053A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/26/99,/nmc/spacecraftDisplay.do?id=1999-053A
Resurs F-1M,1999-054A,Plesetsk, Russia,9/28/99,/nmc/spacecraftDisplay.do?id=1999-054A
Navstar 46,1999-055A,Cape Canaveral, United States,10/7/99,/nmc/spacecraftDisplay.do?id=1999-055A
DirectTV 1-R,1999-056A,Odyssey (Sea Launch Platform), ,10/10/99,/nmc/spacecraftDisplay.do?id=1999-056A
CBERS 1,1999-057A,Taiyuan, Peoples Republic of China,10/14/99,/nmc/spacecraftDisplay.do?id=1999-057A
SACI 1,1999-057B,Taiyuan, Peoples Republic of China,10/14/99,/nmc/spacecraftDisplay.do?id=1999-057B
Globalstar M031,1999-058D,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/18/99,/nmc/spacecraftDisplay.do?id=1999-058D
Globalstar M056,1999-058C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/18/99,/nmc/spacecraftDisplay.do?id=1999-058C
Globalstar M057,1999-058A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/18/99,/nmc/spacecraftDisplay.do?id=1999-058A
Globalstar M059,1999-058B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/18/99,/nmc/spacecraftDisplay.do?id=1999-058B
Orion 2,1999-059A,Kourou, French Guiana,10/19/99,/nmc/spacecraftDisplay.do?id=1999-059A
GE 4,1999-060A,Kourou, French Guiana,11/13/99,/nmc/spacecraftDisplay.do?id=1999-060A
Shenzhou,1999-061A,Jiuquan, Peoples Republic of China,11/19/99,/nmc/spacecraftDisplay.do?id=1999-061A
Globalstar M029,1999-062A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/22/99,/nmc/spacecraftDisplay.do?id=1999-062A
Globalstar M034,1999-062B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/22/99,/nmc/spacecraftDisplay.do?id=1999-062B
Globalstar M039,1999-062C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/22/99,/nmc/spacecraftDisplay.do?id=1999-062C
Globalstar M061,1999-062D,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/22/99,/nmc/spacecraftDisplay.do?id=1999-062D
UFO 10,1999-063A,Cape Canaveral, United States,11/23/99,/nmc/spacecraftDisplay.do?id=1999-063A
Clementine France,1999-064B,Kourou, French Guiana,12/3/99,/nmc/spacecraftDisplay.do?id=1999-064B
Helios 1B,1999-064A,Kourou, French Guiana,12/3/99,/nmc/spacecraftDisplay.do?id=1999-064A
Orbcomm FM-30,1999-065A,Wallops Island, United States,12/4/99,/nmc/spacecraftDisplay.do?id=1999-065A
Orbcomm FM-31,1999-065B,Wallops Island, United States,12/4/99,/nmc/spacecraftDisplay.do?id=1999-065B
Orbcomm FM-32,1999-065C,Wallops Island, United States,12/4/99,/nmc/spacecraftDisplay.do?id=1999-065C
Orbcomm FM-33,1999-065D,Wallops Island, United States,12/4/99,/nmc/spacecraftDisplay.do?id=1999-065D
Orbcomm FM-34,1999-065G,Wallops Island, United States,12/4/99,/nmc/spacecraftDisplay.do?id=1999-065G
Orbcomm FM-35,1999-065F,Wallops Island, United States,12/4/99,/nmc/spacecraftDisplay.do?id=1999-065F
Orbcomm FM-36,1999-065E,Wallops Island, United States,12/4/99,/nmc/spacecraftDisplay.do?id=1999-065E
XMM-Newton,1999-066A,Kourou, French Guiana,12/10/99,/nmc/spacecraftDisplay.do?id=1999-066A
DMSP 5D-3/F15,1999-067A,Vandenberg AFB, United States,12/12/99,/nmc/spacecraftDisplay.do?id=1999-067A
Terra,1999-068A,Vandenberg AFB, United States,12/18/99,/nmc/spacecraftDisplay.do?id=1999-068A
STS 103,1999-069A,Cape Canaveral, United States,12/20/99,/nmc/spacecraftDisplay.do?id=1999-069A
Acrimsat,1999-070B,Vandenberg AFB, United States,12/21/99,/nmc/spacecraftDisplay.do?id=1999-070B
Kompsat,1999-070A,Vandenberg AFB, United States,12/21/99,/nmc/spacecraftDisplay.do?id=1999-070A
Galaxy 11,1999-071A,Kourou, French Guiana,12/22/99,/nmc/spacecraftDisplay.do?id=1999-071A
Cosmos 2367,1999-072A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/26/99,/nmc/spacecraftDisplay.do?id=1999-072A
Cosmos 2368,1999-073A,Plesetsk, Russia,12/27/99,/nmc/spacecraftDisplay.do?id=1999-073A
Magnetic Storm Satellite (MSS),MSS-A,Wallops Island, United States,1/1/00,/nmc/spacecraftDisplay.do?id=MSS-A
Galaxy 10R,2000-002A,Kourou, French Guiana,1/25/00,/nmc/spacecraftDisplay.do?id=2000-002A
USA 148,2000-001A,Cape Canaveral, United States,1/25/00,/nmc/spacecraftDisplay.do?id=2000-001A
Zhonxing 22,2000-003A,Xichang, Peoples Republic of China,1/25/00,/nmc/spacecraftDisplay.do?id=2000-003A
ASUSat,2000-004E,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004E
FalconSat 1,2000-004D,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004D
JAWSat,2000-004A,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004A
OCS,2000-004B,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004B
OPAL,2000-004C,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004C
Picosat 6,2000-004K,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004K
Picosat 7,2000-004L,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004L
Picosat 8,2000-004M,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004M
Tethered Picosats,2000-004H,Vandenberg AFB, United States,1/27/00,/nmc/spacecraftDisplay.do?id=2000-004H
Progress M1-1,2000-005A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,2/1/00,/nmc/spacecraftDisplay.do?id=2000-005A
Cosmos 2369,2000-006A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,2/3/00,/nmc/spacecraftDisplay.do?id=2000-006A
Hispasat 1C,2000-007A,Cape Canaveral, United States,2/3/00,/nmc/spacecraftDisplay.do?id=2000-007A
Dumsat,2000-009A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,2/8/00,/nmc/spacecraftDisplay.do?id=2000-009A
Fregat,2000-009B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,2/8/00,/nmc/spacecraftDisplay.do?id=2000-009B
Globalstar M060,2000-008C,Cape Canaveral, United States,2/8/00,/nmc/spacecraftDisplay.do?id=2000-008C
Globalstar M062,2000-008B,Cape Canaveral, United States,2/8/00,/nmc/spacecraftDisplay.do?id=2000-008B
Globalstar M063,2000-008A,Cape Canaveral, United States,2/8/00,/nmc/spacecraftDisplay.do?id=2000-008A
Globalstar M064,2000-008D,Cape Canaveral, United States,2/8/00,/nmc/spacecraftDisplay.do?id=2000-008D
STS  99,2000-010A,Cape Canaveral, United States,2/11/00,/nmc/spacecraftDisplay.do?id=2000-010A
Garuda 1,2000-011A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,2/12/00,/nmc/spacecraftDisplay.do?id=2000-011A
Superbird 4,2000-012A,Kourou, French Guiana,2/18/00,/nmc/spacecraftDisplay.do?id=2000-012A
Picosat 5,2000-004J,Vandenberg AFB, United States,3/3/00,/nmc/spacecraftDisplay.do?id=2000-004J
Express 2A,2000-013A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,3/12/00,/nmc/spacecraftDisplay.do?id=2000-013A
MTI,2000-014A,Vandenberg AFB, United States,3/12/00,/nmc/spacecraftDisplay.do?id=2000-014A
Fregat RB/Cluster 2,2000-015A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,3/20/00,/nmc/spacecraftDisplay.do?id=2000-015A
Asiastar,2000-016A,Kourou, French Guiana,3/21/00,/nmc/spacecraftDisplay.do?id=2000-016A
Insat 3B,2000-016B,Kourou, French Guiana,3/21/00,/nmc/spacecraftDisplay.do?id=2000-016B
IMAGE,2000-017A,Vandenberg AFB, United States,3/25/00,/nmc/spacecraftDisplay.do?id=2000-017A
Soyuz-TM 30,2000-018A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/4/00,/nmc/spacecraftDisplay.do?id=2000-018A
SESAT 1,2000-019A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/17/00,/nmc/spacecraftDisplay.do?id=2000-019A
Galaxy 4R,2000-020A,Kourou, French Guiana,4/19/00,/nmc/spacecraftDisplay.do?id=2000-020A
Progress M1-2,2000-021A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/25/00,/nmc/spacecraftDisplay.do?id=2000-021A
Cosmos 2370,2000-023A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,5/3/00,/nmc/spacecraftDisplay.do?id=2000-023A
GOES 11,2000-022A,Cape Canaveral, United States,5/3/00,/nmc/spacecraftDisplay.do?id=2000-022A
DSP 20,2000-024A,Cape Canaveral, United States,5/8/00,/nmc/spacecraftDisplay.do?id=2000-024A
Navstar 47,2000-025A,Cape Canaveral, United States,5/11/00,/nmc/spacecraftDisplay.do?id=2000-025A
Simsat 1,2000-026A,Plesetsk, Russia,5/16/00,/nmc/spacecraftDisplay.do?id=2000-026A
Simsat 2,2000-026B,Plesetsk, Russia,5/16/00,/nmc/spacecraftDisplay.do?id=2000-026B
STS 101,2000-027A,Cape Canaveral, United States,5/19/00,/nmc/spacecraftDisplay.do?id=2000-027A
Eutelsat W4,2000-028A,Cape Canaveral, United States,5/25/00,/nmc/spacecraftDisplay.do?id=2000-028A
EOS-AERO,EOSAERO,,,6/1/00,/nmc/spacecraftDisplay.do?id=EOSAERO
Gorizont 33,2000-029A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/6/00,/nmc/spacecraftDisplay.do?id=2000-029A
TSX 5,2000-030A,Vandenberg AFB, United States,6/7/00,/nmc/spacecraftDisplay.do?id=2000-030A
Express A3,2000-031A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/24/00,/nmc/spacecraftDisplay.do?id=2000-031A
Fengyun 2,2000-032A,Xichang, Peoples Republic of China,6/25/00,/nmc/spacecraftDisplay.do?id=2000-032A
Nadezhda,2000-033A,Plesetsk, Russia,6/28/00,/nmc/spacecraftDisplay.do?id=2000-033A
Snap 1,2000-033C,Plesetsk, Russia,6/28/00,/nmc/spacecraftDisplay.do?id=2000-033C
Tzinghua 1,2000-033B,Plesetsk, Russia,6/28/00,/nmc/spacecraftDisplay.do?id=2000-033B
Sirius 1,2000-035A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/30/00,/nmc/spacecraftDisplay.do?id=2000-035A
TDRS-H,2000-034A,Cape Canaveral, United States,6/30/00,/nmc/spacecraftDisplay.do?id=2000-034A
Cosmos 2371,2000-036A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,7/4/00,/nmc/spacecraftDisplay.do?id=2000-036A
Zvezda,2000-037A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,7/12/00,/nmc/spacecraftDisplay.do?id=2000-037A
Echostar 6,2000-038A,Cape Canaveral, United States,7/14/00,/nmc/spacecraftDisplay.do?id=2000-038A
Bird-Ruben + Rocket Body,2000-039C,Plesetsk, Russia,7/15/00,/nmc/spacecraftDisplay.do?id=2000-039C
CHAMP,2000-039B,Plesetsk, Russia,7/15/00,/nmc/spacecraftDisplay.do?id=2000-039B
MITA (NINA),2000-039A,Plesetsk, Russia,7/15/00,/nmc/spacecraftDisplay.do?id=2000-039A
Cluster 2/FM6 (Salsa),2000-041B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,7/16/00,/nmc/spacecraftDisplay.do?id=2000-041B
Cluster 2/FM7 (Samba),2000-041A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,7/16/00,/nmc/spacecraftDisplay.do?id=2000-041A
Navstar 48,2000-040A,Cape Canaveral, United States,7/16/00,/nmc/spacecraftDisplay.do?id=2000-040A
MightySat 2.1,2000-042A,Cape Canaveral, United States,7/19/00,/nmc/spacecraftDisplay.do?id=2000-042A
PAS 9,2000-043A,Odyssey (Sea Launch Platform), ,7/28/00,/nmc/spacecraftDisplay.do?id=2000-043A
Progress M1-3,2000-044A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/6/00,/nmc/spacecraftDisplay.do?id=2000-044A
Cluster 2/FM5 (Rumba),2000-045A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/9/00,/nmc/spacecraftDisplay.do?id=2000-045A
Cluster 2/FM8 (Tango),2000-045B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/9/00,/nmc/spacecraftDisplay.do?id=2000-045B
Brazilsat B4,2000-046A,Kourou, French Guiana,8/17/00,/nmc/spacecraftDisplay.do?id=2000-046A
Nilesat 102,2000-046B,Kourou, French Guiana,8/17/00,/nmc/spacecraftDisplay.do?id=2000-046B
USA 152,2000-047A,Vandenberg AFB, United States,8/17/00,/nmc/spacecraftDisplay.do?id=2000-047A
DM-F3,2000-048A,Cape Canaveral, United States,8/23/00,/nmc/spacecraftDisplay.do?id=2000-048A
Raduga 1-5,2000-049A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/28/00,/nmc/spacecraftDisplay.do?id=2000-049A
Zhangguo Ziyaun 2,2000-050A,Taiyuan, Peoples Republic of China,9/1/00,/nmc/spacecraftDisplay.do?id=2000-050A
Sirius 2,2000-051A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/5/00,/nmc/spacecraftDisplay.do?id=2000-051A
Eutelsat W1,2000-052A,Kourou, French Guiana,9/6/00,/nmc/spacecraftDisplay.do?id=2000-052A
STS 106,2000-053A,Cape Canaveral, United States,9/8/00,/nmc/spacecraftDisplay.do?id=2000-053A
Astra 2B,2000-054A,Kourou, French Guiana,9/14/00,/nmc/spacecraftDisplay.do?id=2000-054A
GE 7,2000-054B,Kourou, French Guiana,9/14/00,/nmc/spacecraftDisplay.do?id=2000-054B
NOAA 16,2000-055A,Vandenberg AFB, United States,9/21/00,/nmc/spacecraftDisplay.do?id=2000-055A
Cosmos 2372,2000-056A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/25/00,/nmc/spacecraftDisplay.do?id=2000-056A
Megsat,2000-057B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/26/00,/nmc/spacecraftDisplay.do?id=2000-057B
Saudisat 1A,2000-057A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/26/00,/nmc/spacecraftDisplay.do?id=2000-057A
Saudisat 1B,2000-057E,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/26/00,/nmc/spacecraftDisplay.do?id=2000-057E
Tiungsat 1,2000-057D,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/26/00,/nmc/spacecraftDisplay.do?id=2000-057D
Unisat 1,2000-057C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/26/00,/nmc/spacecraftDisplay.do?id=2000-057C
Cosmos 2373,2000-058A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/29/00,/nmc/spacecraftDisplay.do?id=2000-058A
GE 1A,2000-059A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/1/00,/nmc/spacecraftDisplay.do?id=2000-059A
Nsat 110,2000-060A,Kourou, French Guiana,10/6/00,/nmc/spacecraftDisplay.do?id=2000-060A
HETE 2,2000-061A,Kwajalein, Republic of the Marshall Islands,10/9/00,/nmc/spacecraftDisplay.do?id=2000-061A
STS  92,2000-062A,Cape Canaveral, United States,10/11/00,/nmc/spacecraftDisplay.do?id=2000-062A
Cosmos 2374,2000-063C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/13/00,/nmc/spacecraftDisplay.do?id=2000-063C
Cosmos 2375,2000-063A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/13/00,/nmc/spacecraftDisplay.do?id=2000-063A
Cosmos 2376,2000-063B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/13/00,/nmc/spacecraftDisplay.do?id=2000-063B
Progress M-43,2000-064A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/16/00,/nmc/spacecraftDisplay.do?id=2000-064A
USA 153,2000-065A,Cape Canaveral, United States,10/20/00,/nmc/spacecraftDisplay.do?id=2000-065A
GE 6,2000-067A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/21/00,/nmc/spacecraftDisplay.do?id=2000-067A
Thuraya 1,2000-066A,Odyssey (Sea Launch Platform), ,10/21/00,/nmc/spacecraftDisplay.do?id=2000-066A
Beidou 1A,2000-069A,Xichang, Peoples Republic of China,10/30/00,/nmc/spacecraftDisplay.do?id=2000-069A
Europe*Star 1,2000-068A,Kourou, French Guiana,10/30/00,/nmc/spacecraftDisplay.do?id=2000-068A
Soyuz-TM 31,2000-070A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/31/00,/nmc/spacecraftDisplay.do?id=2000-070A
Navstar 49,2000-071A,Cape Canaveral, United States,11/10/00,/nmc/spacecraftDisplay.do?id=2000-071A
AMSAT P3D,2000-072B,Kourou, French Guiana,11/16/00,/nmc/spacecraftDisplay.do?id=2000-072B
PAS 1R,2000-072A,Kourou, French Guiana,11/16/00,/nmc/spacecraftDisplay.do?id=2000-072A
Progress M1-4,2000-073A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/16/00,/nmc/spacecraftDisplay.do?id=2000-073A
STRV 1C,2000-072C,Kourou, French Guiana,11/16/00,/nmc/spacecraftDisplay.do?id=2000-072C
STRV 1D,2000-072D,Kourou, French Guiana,11/16/00,/nmc/spacecraftDisplay.do?id=2000-072D
Quickbird 1,2000-074A,Plesetsk, Russia,11/20/00,/nmc/spacecraftDisplay.do?id=2000-074A
Anik F1,2000-076A,Kourou, French Guiana,11/21/00,/nmc/spacecraftDisplay.do?id=2000-076A
EO 1,2000-075A,Vandenberg AFB, United States,11/21/00,/nmc/spacecraftDisplay.do?id=2000-075A
Munin,2000-075C,Vandenberg AFB, United States,11/21/00,/nmc/spacecraftDisplay.do?id=2000-075C
SAC-C,2000-075B,Vandenberg AFB, United States,11/21/00,/nmc/spacecraftDisplay.do?id=2000-075B
Sirius 3,2000-077A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/30/00,/nmc/spacecraftDisplay.do?id=2000-077A
STS 97,2000-078A,Cape Canaveral, United States,12/1/00,/nmc/spacecraftDisplay.do?id=2000-078A
EROS A1,2000-079A,Svobodniy, Russia,12/5/00,/nmc/spacecraftDisplay.do?id=2000-079A
USA 155,2000-080A,Cape Canaveral, United States,12/6/00,/nmc/spacecraftDisplay.do?id=2000-080A
