Name, NSSDC,LaunchLoc,LaunchCountry,LaunchDate,URL
Astra 2D,2000-081A,Kourou, French Guiana,12/20/00,/nmc/spacecraftDisplay.do?id=2000-081A
Beidou 1B,2000-082A,Xichang, Peoples Republic of China,12/20/00,/nmc/spacecraftDisplay.do?id=2000-082A
GE 8,2000-081B,Kourou, French Guiana,12/20/00,/nmc/spacecraftDisplay.do?id=2000-081B
LDREX,2000-081C,Kourou, French Guiana,12/20/00,/nmc/spacecraftDisplay.do?id=2000-081C
Shenzhou 2,2001-001A,Jiuquan, Peoples Republic of China,1/9/01,/nmc/spacecraftDisplay.do?id=2001-001A
Shenzhou 2 module,2001-001C,Jiuquan, Peoples Republic of China,1/9/01,/nmc/spacecraftDisplay.do?id=2001-001C
Turksat 2,2001-002A,Kourou, French Guiana,1/10/01,/nmc/spacecraftDisplay.do?id=2001-002A
Progress M1-5,2001-003A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,1/24/01,/nmc/spacecraftDisplay.do?id=2001-003A
Navstar 50,2001-004A,Cape Canaveral, United States,1/30/01,/nmc/spacecraftDisplay.do?id=2001-004A
Destiny,2001-006B,Cape Canaveral, United States,2/7/01,/nmc/spacecraftDisplay.do?id=2001-006B
Sicral,2001-005A,Kourou, French Guiana,2/7/01,/nmc/spacecraftDisplay.do?id=2001-005A
Skynet 4F,2001-005B,Kourou, French Guiana,2/7/01,/nmc/spacecraftDisplay.do?id=2001-005B
STS 98,2001-006A,Cape Canaveral, United States,2/7/01,/nmc/spacecraftDisplay.do?id=2001-006A
Odin,2001-007A,Svobodniy, Russia,2/20/01,/nmc/spacecraftDisplay.do?id=2001-007A
Progress M-44,2001-008A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,2/26/01,/nmc/spacecraftDisplay.do?id=2001-008A
MILSTAR 4,2001-009A,Cape Canaveral, United States,2/27/01,/nmc/spacecraftDisplay.do?id=2001-009A
BSAT 2A,2001-011B,Kourou, French Guiana,3/8/01,/nmc/spacecraftDisplay.do?id=2001-011B
Eurobird 1,2001-011A,Kourou, French Guiana,3/8/01,/nmc/spacecraftDisplay.do?id=2001-011A
STS 102,2001-010A,Cape Canaveral, United States,3/8/01,/nmc/spacecraftDisplay.do?id=2001-010A
XM 2,2001-012A,Odyssey (Sea Launch Platform), ,3/18/01,/nmc/spacecraftDisplay.do?id=2001-012A
Mars Surveyor 2001 Rover,MS2001R,Cape Canaveral, United States,4/5/01,/nmc/spacecraftDisplay.do?id=MS2001R
2001 Mars Odyssey,2001-014A,Cape Canaveral, United States,4/7/01,/nmc/spacecraftDisplay.do?id=2001-014A
Ekran-M 18,2001-013A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/7/01,/nmc/spacecraftDisplay.do?id=2001-013A
Mars Surveyor 2001 Lander,MS2001L,Cape Canaveral, United States,4/10/01,/nmc/spacecraftDisplay.do?id=MS2001L
GSAT 1,2001-015A,Sriharikota, India,4/18/01,/nmc/spacecraftDisplay.do?id=2001-015A
STS 100,2001-016A,Cape Canaveral, United States,4/19/01,/nmc/spacecraftDisplay.do?id=2001-016A
Soyuz-TM 32,2001-017A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/28/01,/nmc/spacecraftDisplay.do?id=2001-017A
XM 1,2001-018A,Odyssey (Sea Launch Platform), ,5/8/01,/nmc/spacecraftDisplay.do?id=2001-018A
PAS 10,2001-019A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,5/15/01,/nmc/spacecraftDisplay.do?id=2001-019A
USA 158,2001-020A,Cape Canaveral, United States,5/18/01,/nmc/spacecraftDisplay.do?id=2001-020A
Progress M1-6,2001-021A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,5/21/01,/nmc/spacecraftDisplay.do?id=2001-021A
Cosmos 2377,2001-022A,Plesetsk, Russia,5/29/01,/nmc/spacecraftDisplay.do?id=2001-022A
Cosmos 2378,2001-023A,Plesetsk, Russia,6/8/01,/nmc/spacecraftDisplay.do?id=2001-023A
Intelsat 901,2001-024A,Kourou, French Guiana,6/9/01,/nmc/spacecraftDisplay.do?id=2001-024A
Astra 2C,2001-025A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/16/01,/nmc/spacecraftDisplay.do?id=2001-025A
ICO F2,2001-026A,Cape Canaveral, United States,6/19/01,/nmc/spacecraftDisplay.do?id=2001-026A
WMAP,2001-027A,Cape Canaveral, United States,6/30/01,/nmc/spacecraftDisplay.do?id=2001-027A
Artemis,2001-029A,Kourou, French Guiana,7/12/01,/nmc/spacecraftDisplay.do?id=2001-029A
BSAT 2B,2001-029B,Kourou, French Guiana,7/12/01,/nmc/spacecraftDisplay.do?id=2001-029B
STS 104,2001-028A,Cape Canaveral, United States,7/12/01,/nmc/spacecraftDisplay.do?id=2001-028A
Molniya 3-K,2001-030A,Plesetsk, Russia,7/20/01,/nmc/spacecraftDisplay.do?id=2001-030A
GOES-M,GOES-M,Cape Canaveral, United States,7/22/01,/nmc/spacecraftDisplay.do?id=GOES-M
GOES 12,2001-031A,Cape Canaveral, United States,7/23/01,/nmc/spacecraftDisplay.do?id=2001-031A
CORONAS-F,2001-032A,Plesetsk, Russia,7/31/01,/nmc/spacecraftDisplay.do?id=2001-032A
USA 159,2001-033A,Cape Canaveral, United States,8/6/01,/nmc/spacecraftDisplay.do?id=2001-033A
Genesis,2001-034A,Cape Canaveral, United States,8/8/01,/nmc/spacecraftDisplay.do?id=2001-034A
Genesis Sample Collection and Return Capsule,2001-034D,Cape Canaveral, United States,8/8/01,/nmc/spacecraftDisplay.do?id=2001-034D
STS 105,2001-035A,Cape Canaveral, United States,8/10/01,/nmc/spacecraftDisplay.do?id=2001-035A
Progress M-45,2001-036A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/21/01,/nmc/spacecraftDisplay.do?id=2001-036A
Cosmos 2379,2001-037A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/24/01,/nmc/spacecraftDisplay.do?id=2001-037A
LRE,2001-038A,Tanegashima, Japan,8/29/01,/nmc/spacecraftDisplay.do?id=2001-038A
Intelsat 902,2001-039A,Kourou, French Guiana,8/30/01,/nmc/spacecraftDisplay.do?id=2001-039A
USA 160,2001-040A,Vandenberg AFB, United States,9/8/01,/nmc/spacecraftDisplay.do?id=2001-040A
Progress DC-1,2001-041A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/14/01,/nmc/spacecraftDisplay.do?id=2001-041A
Atlantic Bird 2,2001-042A,Kourou, French Guiana,9/25/01,/nmc/spacecraftDisplay.do?id=2001-042A
PCSAT,2001-043C,Kodiak Launch Complex, United States,9/30/01,/nmc/spacecraftDisplay.do?id=2001-043C
Picosat 9,2001-043B,Kodiak Launch Complex, United States,9/30/01,/nmc/spacecraftDisplay.do?id=2001-043B
Sapphire,2001-043D,Kodiak Launch Complex, United States,9/30/01,/nmc/spacecraftDisplay.do?id=2001-043D
Starshine 3,2001-043A,Kodiak Launch Complex, United States,9/30/01,/nmc/spacecraftDisplay.do?id=2001-043A
USA 161,2001-044A,Vandenberg AFB, United States,10/5/01,/nmc/spacecraftDisplay.do?id=2001-044A
Raduga 1-6,2001-045A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/6/01,/nmc/spacecraftDisplay.do?id=2001-045A
USA 162,2001-046A,Cape Canaveral, United States,10/11/01,/nmc/spacecraftDisplay.do?id=2001-046A
Quickbird 2,2001-047A,Vandenberg AFB, United States,10/18/01,/nmc/spacecraftDisplay.do?id=2001-047A
Soyuz-TM 33,2001-048A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/21/01,/nmc/spacecraftDisplay.do?id=2001-048A
BIRD 2,2001-049C,Sriharikota, India,10/22/01,/nmc/spacecraftDisplay.do?id=2001-049C
PROBA 1,2001-049B,Sriharikota, India,10/22/01,/nmc/spacecraftDisplay.do?id=2001-049B
TES,2001-049A,Sriharikota, India,10/22/01,/nmc/spacecraftDisplay.do?id=2001-049A
Molniya 3,2001-050A,Plesetsk, Russia,10/25/01,/nmc/spacecraftDisplay.do?id=2001-050A
Progress M1-7,2001-051A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/26/01,/nmc/spacecraftDisplay.do?id=2001-051A
DirecTV 4S,2001-052A,Kourou, French Guiana,11/27/01,/nmc/spacecraftDisplay.do?id=2001-052A
Cosmos 2380,2001-053C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/1/01,/nmc/spacecraftDisplay.do?id=2001-053C
Cosmos 2381,2001-053B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/1/01,/nmc/spacecraftDisplay.do?id=2001-053B
Cosmos 2382,2001-053A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/1/01,/nmc/spacecraftDisplay.do?id=2001-053A
STS 108,2001-054A,Cape Canaveral, United States,12/5/01,/nmc/spacecraftDisplay.do?id=2001-054A
Jason 1,2001-055A,Vandenberg AFB, United States,12/7/01,/nmc/spacecraftDisplay.do?id=2001-055A
TIMED,2001-055B,Vandenberg AFB, United States,12/7/01,/nmc/spacecraftDisplay.do?id=2001-055B
BADR 2,2001-056C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/10/01,/nmc/spacecraftDisplay.do?id=2001-056C
COMPASS,2001-056B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/10/01,/nmc/spacecraftDisplay.do?id=2001-056B
Maroc-Tubsat,2001-056D,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/10/01,/nmc/spacecraftDisplay.do?id=2001-056D
Meteor-3M,2001-056A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/10/01,/nmc/spacecraftDisplay.do?id=2001-056A
Reflector,2001-056E,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/10/01,/nmc/spacecraftDisplay.do?id=2001-056E
Starshine 2,2001-054B,Cape Canaveral, United States,12/16/01,/nmc/spacecraftDisplay.do?id=2001-054B
Cosmos 2383,2001-057A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/21/01,/nmc/spacecraftDisplay.do?id=2001-057A
Cosmos 2384,2001-058A,Plesetsk, Russia,12/28/01,/nmc/spacecraftDisplay.do?id=2001-058A
Cosmos 2385,2001-058B,Plesetsk, Russia,12/28/01,/nmc/spacecraftDisplay.do?id=2001-058B
Cosmos 2386,2001-058C,Plesetsk, Russia,12/28/01,/nmc/spacecraftDisplay.do?id=2001-058C
Gonets 12,2001-058D,Plesetsk, Russia,12/28/01,/nmc/spacecraftDisplay.do?id=2001-058D
Gonets 13,2001-058E,Plesetsk, Russia,12/28/01,/nmc/spacecraftDisplay.do?id=2001-058E
Gonets 14,2001-058F,Plesetsk, Russia,12/28/01,/nmc/spacecraftDisplay.do?id=2001-058F
EOS-CHEM1,EOSCHEM,Vandenberg AFB, United States,1/1/02,/nmc/spacecraftDisplay.do?id=EOSCHEM
Oceansat 2,OCEANS2,,,1/1/02,/nmc/spacecraftDisplay.do?id=OCEANS2
MILSTAR 5,2002-001A,Cape Canaveral, United States,1/16/02,/nmc/spacecraftDisplay.do?id=2002-001A
Insat 3C,2002-002A,Kourou, French Guiana,1/23/02,/nmc/spacecraftDisplay.do?id=2002-002A
Dash,2002-003B,Tanegashima, Japan,2/4/02,/nmc/spacecraftDisplay.do?id=2002-003B
MDS 1,2002-003A,Tanegashima, Japan,2/4/02,/nmc/spacecraftDisplay.do?id=2002-003A
RHESSI,2002-004A,Cape Canaveral, United States,2/5/02,/nmc/spacecraftDisplay.do?id=2002-004A
Iridium 90,2002-005B,Vandenberg AFB, United States,2/11/02,/nmc/spacecraftDisplay.do?id=2002-005B
Iridium 91,2002-005A,Vandenberg AFB, United States,2/11/02,/nmc/spacecraftDisplay.do?id=2002-005A
Iridium 94,2002-005C,Vandenberg AFB, United States,2/11/02,/nmc/spacecraftDisplay.do?id=2002-005C
Iridium 95,2002-005D,Vandenberg AFB, United States,2/11/02,/nmc/spacecraftDisplay.do?id=2002-005D
Iridium 96,2002-005E,Vandenberg AFB, United States,2/11/02,/nmc/spacecraftDisplay.do?id=2002-005E
Echostar 7,2002-006A,Cape Canaveral, United States,2/21/02,/nmc/spacecraftDisplay.do?id=2002-006A
Intelsat 904,2002-007A,Kourou, French Guiana,2/23/02,/nmc/spacecraftDisplay.do?id=2002-007A
Cosmos 2387,2002-008A,Plesetsk, Russia,2/25/02,/nmc/spacecraftDisplay.do?id=2002-008A
Envisat 1,2002-009A,Kourou, French Guiana,3/1/02,/nmc/spacecraftDisplay.do?id=2002-009A
STS 109,2002-010A,Cape Canaveral, United States,3/1/02,/nmc/spacecraftDisplay.do?id=2002-010A
TDRS-I,2002-011A,Cape Canaveral, United States,3/8/02,/nmc/spacecraftDisplay.do?id=2002-011A
GRACE 1,2002-012A,Plesetsk, Russia,3/17/02,/nmc/spacecraftDisplay.do?id=2002-012A
GRACE 2,2002-012B,Plesetsk, Russia,3/17/02,/nmc/spacecraftDisplay.do?id=2002-012B
Progress M1-8,2002-013A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,3/21/02,/nmc/spacecraftDisplay.do?id=2002-013A
Shenzhou 3,2002-014A,Jiuquan, Peoples Republic of China,3/25/02,/nmc/spacecraftDisplay.do?id=2002-014A
Astra 3A,2002-015B,Kourou, French Guiana,3/29/02,/nmc/spacecraftDisplay.do?id=2002-015B
JCSAT 8,2002-015A,Kourou, French Guiana,3/29/02,/nmc/spacecraftDisplay.do?id=2002-015A
Intelsat 903,2002-016A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,3/30/02,/nmc/spacecraftDisplay.do?id=2002-016A
Cosmos 2388,2002-017A,Plesetsk, Russia,4/1/02,/nmc/spacecraftDisplay.do?id=2002-017A
STS 110,2002-018A,Cape Canaveral, United States,4/8/02,/nmc/spacecraftDisplay.do?id=2002-018A
NSS 7,2002-019A,Kourou, French Guiana,4/16/02,/nmc/spacecraftDisplay.do?id=2002-019A
Soyuz-TM 34,2002-020A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/25/02,/nmc/spacecraftDisplay.do?id=2002-020A
Aqua,2002-022A,Vandenberg AFB, United States,5/4/02,/nmc/spacecraftDisplay.do?id=2002-022A
Ariane 4 Rocket Body,2002-021B,Kourou, French Guiana,5/4/02,/nmc/spacecraftDisplay.do?id=2002-021B
Spot 5,2002-021A,Kourou, French Guiana,5/4/02,/nmc/spacecraftDisplay.do?id=2002-021A
DirecTV 5,2002-023A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,5/7/02,/nmc/spacecraftDisplay.do?id=2002-023A
Fengyun 1D,2002-024B,Taiyuan, Peoples Republic of China,5/15/02,/nmc/spacecraftDisplay.do?id=2002-024B
Haiyang 1,2002-024A,Taiyuan, Peoples Republic of China,5/15/02,/nmc/spacecraftDisplay.do?id=2002-024A
Cosmos 2389,2002-026A,Plesetsk, Russia,5/28/02,/nmc/spacecraftDisplay.do?id=2002-026A
Ofeq 5,2002-025A,Palmahim, Israel,5/28/02,/nmc/spacecraftDisplay.do?id=2002-025A
EOS-ALT1,EOS-ALT,,,6/1/02,/nmc/spacecraftDisplay.do?id=EOS-ALT
Intelsat 905,2002-027A,Kourou, French Guiana,6/5/02,/nmc/spacecraftDisplay.do?id=2002-027A
STS 111,2002-028A,Cape Canaveral, United States,6/5/02,/nmc/spacecraftDisplay.do?id=2002-028A
Express 4A,2002-029A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/10/02,/nmc/spacecraftDisplay.do?id=2002-029A
Galaxy 3C,2002-030A,Odyssey (Sea Launch Platform), ,6/15/02,/nmc/spacecraftDisplay.do?id=2002-030A
Iridium 97,2002-031A,Plesetsk, Russia,6/20/02,/nmc/spacecraftDisplay.do?id=2002-031A
Iridium 98,2002-031B,Plesetsk, Russia,6/20/02,/nmc/spacecraftDisplay.do?id=2002-031B
NOAA 17,2002-032A,Vandenberg AFB, United States,6/24/02,/nmc/spacecraftDisplay.do?id=2002-032A
Progress M-46,2002-033A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/26/02,/nmc/spacecraftDisplay.do?id=2002-033A
CONTOUR,2002-034A,Cape Canaveral, United States,7/3/02,/nmc/spacecraftDisplay.do?id=2002-034A
Atlantic Bird 3,2002-035A,Kourou, French Guiana,7/5/02,/nmc/spacecraftDisplay.do?id=2002-035A
N-Star 3,2002-035B,Kourou, French Guiana,7/5/02,/nmc/spacecraftDisplay.do?id=2002-035B
Cosmos 2390,2002-036A,Plesetsk, Russia,7/8/02,/nmc/spacecraftDisplay.do?id=2002-036A
Cosmos 2391,2002-036B,Plesetsk, Russia,7/8/02,/nmc/spacecraftDisplay.do?id=2002-036B
Cosmos 2392,2002-037A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,7/25/02,/nmc/spacecraftDisplay.do?id=2002-037A
Hot Bird 6,2002-038A,Cape Canaveral, United States,8/21/02,/nmc/spacecraftDisplay.do?id=2002-038A
Echostar 8,2002-039A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/22/02,/nmc/spacecraftDisplay.do?id=2002-039A
Atlantic Bird 1,2002-040A,Kourou, French Guiana,8/28/02,/nmc/spacecraftDisplay.do?id=2002-040A
MSG 1,2002-040B,Kourou, French Guiana,8/28/02,/nmc/spacecraftDisplay.do?id=2002-040B
Intelsat 906,2002-041A,Kourou, French Guiana,9/6/02,/nmc/spacecraftDisplay.do?id=2002-041A
DRTS,2002-042B,Tanegashima, Japan,9/10/02,/nmc/spacecraftDisplay.do?id=2002-042B
USERS,2002-042A,Tanegashima, Japan,9/10/02,/nmc/spacecraftDisplay.do?id=2002-042A
Kalpana 1,2002-043A,Sriharikota, India,9/12/02,/nmc/spacecraftDisplay.do?id=2002-043A
Hispasat 1D,2002-044A,Cape Canaveral, United States,9/18/02,/nmc/spacecraftDisplay.do?id=2002-044A
Progress M1-9,2002-045A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,9/25/02,/nmc/spacecraftDisplay.do?id=2002-045A
Nadezhda 7,2002-046A,Plesetsk, Russia,9/26/02,/nmc/spacecraftDisplay.do?id=2002-046A
STS 112,2002-047A,Cape Canaveral, United States,10/7/02,/nmc/spacecraftDisplay.do?id=2002-047A
INTEGRAL,2002-048A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/17/02,/nmc/spacecraftDisplay.do?id=2002-048A
JB-3 2,2002-049A,Taiyuan, Peoples Republic of China,10/27/02,/nmc/spacecraftDisplay.do?id=2002-049A
Soyuz-TM 35,2002-050A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,10/30/02,/nmc/spacecraftDisplay.do?id=2002-050A
Eutelsat W5,2002-051A,Cape Canaveral, United States,11/20/02,/nmc/spacecraftDisplay.do?id=2002-051A
MEPSI,2002-052B,Cape Canaveral, United States,11/24/02,/nmc/spacecraftDisplay.do?id=2002-052B
STS 113,2002-052A,Cape Canaveral, United States,11/24/02,/nmc/spacecraftDisplay.do?id=2002-052A
Astra 1K,2002-053A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,11/25/02,/nmc/spacecraftDisplay.do?id=2002-053A
Alsat 1,2002-054A,Plesetsk, Russia,11/28/02,/nmc/spacecraftDisplay.do?id=2002-054A
Mozhayets,2002-054B,Plesetsk, Russia,11/28/02,/nmc/spacecraftDisplay.do?id=2002-054B
TDRS-J,2002-055A,Cape Canaveral, United States,12/5/02,/nmc/spacecraftDisplay.do?id=2002-055A
Adeos 2,2002-056A,Tanegashima, Japan,12/14/02,/nmc/spacecraftDisplay.do?id=2002-056A
Fedsat,2002-056B,Tanegashima, Japan,12/14/02,/nmc/spacecraftDisplay.do?id=2002-056B
Micro-labsat,2002-056D,Tanegashima, Japan,12/14/02,/nmc/spacecraftDisplay.do?id=2002-056D
WEOS,2002-056C,Tanegashima, Japan,12/14/02,/nmc/spacecraftDisplay.do?id=2002-056C
Latinsat-A,2002-058H,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/20/02,/nmc/spacecraftDisplay.do?id=2002-058H
Latinsat-B,2002-058B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/20/02,/nmc/spacecraftDisplay.do?id=2002-058B
NSS 6,2002-057A,Kourou, French Guiana,12/20/02,/nmc/spacecraftDisplay.do?id=2002-057A
Rubin 2,2002-058A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/20/02,/nmc/spacecraftDisplay.do?id=2002-058A
Saudisat 1C,2002-058C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/20/02,/nmc/spacecraftDisplay.do?id=2002-058C
Trailblazer,2002-058E,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/20/02,/nmc/spacecraftDisplay.do?id=2002-058E
Unisat 2,2002-058D,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/20/02,/nmc/spacecraftDisplay.do?id=2002-058D
Cosmos 2393,2002-059A,Plesetsk, Russia,12/24/02,/nmc/spacecraftDisplay.do?id=2002-059A
Cosmos 2394,2002-060A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/25/02,/nmc/spacecraftDisplay.do?id=2002-060A
Cosmos 2395,2002-060C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/25/02,/nmc/spacecraftDisplay.do?id=2002-060C
Cosmos 2396,2002-060B,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/25/02,/nmc/spacecraftDisplay.do?id=2002-060B
Nimiq 2,2002-062A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,12/29/02,/nmc/spacecraftDisplay.do?id=2002-062A
Shenzhou 4,2002-061A,Jiuquan, Peoples Republic of China,12/29/02,/nmc/spacecraftDisplay.do?id=2002-061A
Columbus Orbital Facility,COLMBUS,Cape Canaveral, United States,1/1/03,/nmc/spacecraftDisplay.do?id=COLMBUS
Coriolis,2003-001A,Vandenberg AFB, United States,1/6/03,/nmc/spacecraftDisplay.do?id=2003-001A
CHIPS,2003-002B,Vandenberg AFB, United States,1/13/03,/nmc/spacecraftDisplay.do?id=2003-002B
ICESat,2003-002A,Vandenberg AFB, United States,1/13/03,/nmc/spacecraftDisplay.do?id=2003-002A
STS 107,2003-003A,Cape Canaveral, United States,1/16/03,/nmc/spacecraftDisplay.do?id=2003-003A
SORCE,2003-004A,Cape Canaveral, United States,1/25/03,/nmc/spacecraftDisplay.do?id=2003-004A
Navstar 51,2003-005A,Cape Canaveral, United States,1/29/03,/nmc/spacecraftDisplay.do?id=2003-005A
XSS 10,2003-005B,Cape Canaveral, United States,1/29/03,/nmc/spacecraftDisplay.do?id=2003-005B
Progress M-47,2003-006A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,2/2/03,/nmc/spacecraftDisplay.do?id=2003-006A
Intelsat 907,2003-007A,Kourou, French Guiana,2/15/03,/nmc/spacecraftDisplay.do?id=2003-007A
USA 167,2003-008A,Cape Canaveral, United States,3/11/03,/nmc/spacecraftDisplay.do?id=2003-008A
IGS 1A,2003-009A,Tanegashima, Japan,3/28/03,/nmc/spacecraftDisplay.do?id=2003-009A
IGS 1B,2003-009B,Tanegashima, Japan,3/28/03,/nmc/spacecraftDisplay.do?id=2003-009B
Navstar 52,2003-010A,Cape Canaveral, United States,3/31/03,/nmc/spacecraftDisplay.do?id=2003-010A
Molniya 1-92,2003-011A,Plesetsk, Russia,4/2/03,/nmc/spacecraftDisplay.do?id=2003-011A
MILSTAR 6,2003-012A,Cape Canaveral, United States,4/8/03,/nmc/spacecraftDisplay.do?id=2003-012A
Galaxy 12,2003-013B,Kourou, French Guiana,4/9/03,/nmc/spacecraftDisplay.do?id=2003-013B
Insat 3A,2003-013A,Kourou, French Guiana,4/9/03,/nmc/spacecraftDisplay.do?id=2003-013A
AsiaSat 4,2003-014A,Cape Canaveral, United States,4/12/03,/nmc/spacecraftDisplay.do?id=2003-014A
Cosmos 2397,2003-015A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/24/03,/nmc/spacecraftDisplay.do?id=2003-015A
Soyuz-TMA 2,2003-016A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,4/26/03,/nmc/spacecraftDisplay.do?id=2003-016A
GALEX,2003-017A,Cape Canaveral, United States,4/28/03,/nmc/spacecraftDisplay.do?id=2003-017A
GSAT 2,2003-018A,Sriharikota, India,5/8/03,/nmc/spacecraftDisplay.do?id=2003-018A
Hayabusa,2003-019A,Uchinoura Space Center, Japan,5/9/03,/nmc/spacecraftDisplay.do?id=2003-019A
Hellas-Sat,2003-020A,Cape Canaveral, United States,5/13/03,/nmc/spacecraftDisplay.do?id=2003-020A
Beidou 1C,2003-021A,Xichang, Peoples Republic of China,5/24/03,/nmc/spacecraftDisplay.do?id=2003-021A
Beagle 2,2003-022C,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/2/03,/nmc/spacecraftDisplay.do?id=2003-022C
Mars Express,2003-022A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/2/03,/nmc/spacecraftDisplay.do?id=2003-022A
Cosmos 2398,2003-023A,Plesetsk, Russia,6/4/03,/nmc/spacecraftDisplay.do?id=2003-023A
AMC 9,2003-024A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/6/03,/nmc/spacecraftDisplay.do?id=2003-024A
Progress M1-10,2003-025A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,6/8/03,/nmc/spacecraftDisplay.do?id=2003-025A
Spirit,2003-027A,Cape Canaveral, United States,6/10/03,/nmc/spacecraftDisplay.do?id=2003-027A
Thuraya 2,2003-026A,Odyssey (Sea Launch Platform), ,6/10/03,/nmc/spacecraftDisplay.do?id=2003-026A
BSAT 2C,2003-028A,Kourou, French Guiana,6/11/03,/nmc/spacecraftDisplay.do?id=2003-028A
Optus 1C,2003-028B,Kourou, French Guiana,6/11/03,/nmc/spacecraftDisplay.do?id=2003-028B
Molniya 3-53,2003-029A,Plesetsk, Russia,6/19/03,/nmc/spacecraftDisplay.do?id=2003-029A
Orbview 3,2003-030A,Vandenberg AFB, United States,6/26/03,/nmc/spacecraftDisplay.do?id=2003-030A
AAU Cubesat,2003-031G,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031G
CANX 1,2003-031H,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031H
Cubesat XI-IV,2003-031J,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031J
Cute 1,2003-031E,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031E
Dtusat,2003-031C,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031C
Mimosa,2003-031B,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031B
Monitor-E/Breeze,2003-031A,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031A
Most,2003-031D,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031D
Quakesat,2003-031F,Plesetsk, Russia,6/30/03,/nmc/spacecraftDisplay.do?id=2003-031F
Opportunity,2003-032A,Cape Canaveral, United States,7/8/03,/nmc/spacecraftDisplay.do?id=2003-032A
Rainbow 1,2003-033A,Cape Canaveral, United States,7/17/03,/nmc/spacecraftDisplay.do?id=2003-033A
Echostar 9,2003-034A,Odyssey (Sea Launch Platform), ,8/8/03,/nmc/spacecraftDisplay.do?id=2003-034A
Cosmos 2399,2003-035A,Tyuratam (Baikonur Cosmodrome), Kazakhstan,8/12/03,/nmc/spacecraftDisplay.do?id=2003-035A
Scisat 1,2003-036A,Vandenberg AFB, United States,8/13/03,/nmc/spacecraftDisplay.do?id=2003-036A
Cosmos 2400,2003-037A,Plesetsk, Russia,8/19/03,/nmc/spacecraftDisplay.do?id=2003-037A
